,sentiment,review_body,review_tidy,tokens
18708,0,Loved this kindle but the battery was going out it Would randomly turn off on me and sometimes wouldn't charge and the Amazon technicians kept contradicting each other until I just asked for a replacement great product terrible battery,Loved kindle battery going Would randomly turn sometimes charge Amazon technicians kept contradicting asked replacement great product terrible battery,"['love', 'kindle', 'battery', 'go', 'would', 'randomly', 'turn', 'sometimes', 'charge', 'amazon', 'technician', 'keep', 'contradict', 'ask', 'replacement', 'great', 'product', 'terrible', 'battery']"
18714,0,I like the kindle itself.,like kindle,"['like', 'kindle']"
18726,0,"The jury is still out.  Given to my daughter as a Christmas present.  Worked fine for about a week, then weird things began to happen.  Dumping downloaded apps....randomly exiting out of apps in use....randomly shutting down.  Then...wouldn't hold a charge.  And now, here it is the 15th of Jan, and the unit will not even turn on.  Very disappointed.  We shall see how the return/exchange goes before I pass final judgement.",jury still Given daughter Christmas present Worked fine week weird things began happen Dumping downloaded apps randomly exiting apps randomly shutting Then hold charge unit even turn Very disappointed shall return exchange goes pass final judgement,"['jury', 'still', 'give', 'daughter', 'christmas', 'present', 'work', 'fine', 'week', 'weird', 'thing', 'begin', 'happen', 'dumping', 'download', 'app', 'randomly', 'exit', 'app', 'randomly', 'shut', 'then', 'hold', 'charge', 'unit', 'even', 'turn', 'very', 'disappointed', 'shall', 'return', 'exchange', 'go', 'pass', 'final', 'judgement']"
18739,0,I only got 8 gig and my five-year-old used up within a day or two I'm very frustrated with memory overruns it wouldn't reconnect to the Wi-Fi until these were deleted and now I'm getting more messages so I'm probably sending this back.  The free time application was also very frustrating and confusing and contained many age inappropriate applications.,five year used within frustrated memory overruns reconnect deleted getting messages probably sending back free time application also frustrating confusing contained many inappropriate applications,"['five', 'year', 'use', 'within', 'frustrated', 'memory', 'overrun', 'reconnect', 'delete', 'get', 'message', 'probably', 'send', 'back', 'free', 'time', 'application', 'also', 'frustrating', 'confusing', 'contain', 'many', 'inappropriate', 'application']"
18754,0,do you have an instruction sheet to guide me?  I am old and need help!!!!,instruction sheet guide need help,"['instruction', 'sheet', 'guide', 'need', 'help']"
18763,0,"Oh man! Compared to the fire X... this thing sucks. It is slow. The picture quality is bad. The button layout on the rim is poorly designed. I wish I could return it for my previous Kindle Fire HDX. Kind of missed that I was forced to accept this lamer model. Don't buy it, splurge for the HDX... you can thank me later.",Compared fire thing sucks slow picture quality button layout poorly designed wish could return previous Kindle Fire Kind missed forced accept lamer model splurge thank later,"['compare', 'fire', 'thing', 'suck', 'slow', 'picture', 'quality', 'button', 'layout', 'poorly', 'design', 'wish', 'could', 'return', 'previous', 'kindle', 'fire', 'kind', 'miss', 'force', 'accept', 'lamer', 'model', 'splurge', 'thank', 'later']"
18767,0,Very nice and arrived earlier than date estimate. Great job!,Very nice arrived earlier date estimate Great,"['very', 'nice', 'arrive', 'early', 'date', 'estimate', 'great']"
18773,0,Terrible user interface. Just God-awful design. Am exchanging for an iPad mini.,Terrible user interface Just awful design exchanging iPad mini,"['terrible', 'user', 'interface', 'just', 'awful', 'design', 'exchange', 'ipad', 'mini']"
18777,0,"It's alright, but it seems incompatible with some of the games and apps I wish to download onto it. I wish they would allow us to have Google play. Google play makes life so much easier, offering so many more apps and games.",alright seems incompatible games apps wish download onto wish would allow Google play Google play makes life much easier offering many apps games,"['alright', 'seem', 'incompatible', 'game', 'app', 'wish', 'download', 'onto', 'wish', 'would', 'allow', 'google', 'play', 'google', 'play', 'make', 'life', 'much', 'easy', 'offer', 'many', 'app', 'game']"
18780,0,It is a device intended to read but only for those with perfect vision. The font is very small  and can't be enlarged.,device intended read perfect vision font small enlarged,"['device', 'intend', 'read', 'perfect', 'vision', 'font', 'small', 'enlarged']"
18787,0,"Meh. Too many ads, screen sharpness and size not really much of an improvement from my first one (which is still working fine, by the way). I was expecting a lot more.",many screen sharpness size really much improvement first still working fine expecting,"['many', 'screen', 'sharpness', 'size', 'really', 'much', 'improvement', 'first', 'still', 'work', 'fine', 'expect']"
18792,0,Shipping time sucks!,Shipping time sucks,"['shipping', 'time', 'suck']"
18796,0,Cool device ! BUT poor to hold power :-(,Cool device poor hold power,"['cool', 'device', 'poor', 'hold', 'power']"
18800,0,"I love the content available.  The kids free time is a great concept, but runs incredibly slowly, which I super frustrating for my toddler.",love content available kids free time great concept runs incredibly slowly super frustrating toddler,"['love', 'content', 'available', 'kid', 'free', 'time', 'great', 'concept', 'run', 'incredibly', 'slowly', 'super', 'frustrating', 'toddler']"
18803,0,At first I really liked the Kindle Fire 7inch version because it could download prime tv shows and tv movies.    But after using it more I have to downgrade the Kindle Fire.  You can not download all prime tv shows and tv movies.  In general you can not download recent popular tv shows and movies.      Also the navigation is kind of awkward.     Its OK and I am not disappointed that I got it because of the price and because I really like it because it fits in my pocket.,first really liked Kindle Fire inch version could download prime shows movies using downgrade Kindle Fire download prime shows movies general download recent popular shows movies Also navigation kind awkward disappointed price really like fits pocket,"['first', 'really', 'like', 'kindle', 'fire', 'inch', 'version', 'could', 'download', 'prime', 'show', 'movie', 'use', 'downgrade', 'kindle', 'fire', 'download', 'prime', 'show', 'movie', 'general', 'download', 'recent', 'popular', 'show', 'movie', 'also', 'navigation', 'kind', 'awkward', 'disappoint', 'price', 'really', 'like', 'fit', 'pocket']"
18805,0,"Nice tablet. Didn't like the fact that you don't have the option to use google apps-which is high on our list. Decided to get a different tablet for that reason. I had bought 2 Kindles, so the other household member kept hers-she didn't mind. So, it really depends on your preference of apps and if they work on the Kindle or not. Do your research. I thought I did my research, but I was wrong. The product is nice though.",Nice tablet Didn like fact option google apps high list Decided different tablet reason bought Kindles household member kept mind really depends preference apps work Kindle research thought research wrong product nice though,"['nice', 'tablet', 'didn', 'like', 'fact', 'option', 'google', 'app', 'high', 'list', 'decide', 'different', 'tablet', 'reason', 'buy', 'kindles', 'household', 'member', 'keep', 'mind', 'really', 'depend', 'preference', 'app', 'work', 'kindle', 'research', 'think', 'research', 'wrong', 'product', 'nice', 'though']"
18816,0,i can't really give this a fair review because I have not really had a chance  to learn how to use it.its beautiful though.,really give fair review really chance learn beautiful though,"['really', 'give', 'fair', 'review', 'really', 'chance', 'learn', 'beautiful', 'though']"
18822,0,"Touch screen has a mind of its own,  When playing solitaire the touch screen Is non-responsive for long periods of time.",Touch screen mind When playing solitaire touch screen responsive long periods time,"['touch', 'screen', 'mind', 'when', 'play', 'solitaire', 'touch', 'screen', 'responsive', 'long', 'period', 'time']"
18826,0,This was a gift and am still feeling my way.  Not overly impressed at this point.,This gift still feeling overly impressed point,"['this', 'gift', 'still', 'feel', 'overly', 'impressed', 'point']"
18832,0,"If you want to read your email or social media, this little unit is great. If you want to take pictures, store pictures from<br />your other camera it's a computer nightmare. Most everything you do, you are prompted to purchase other space or items.<br />Additional cords are needed to connect to another computer. Software is totally new, and hard to understand.<br />But if you are a guru and want to take some time with this little tablet, it's handy. I would not purchase another.",want read email social media little unit great want take pictures store pictures camera computer nightmare Most everything prompted purchase space items Additional cords needed connect another computer Software totally hard understand guru want take time little tablet handy would purchase another,"['want', 'read', 'email', 'social', 'medium', 'little', 'unit', 'great', 'want', 'take', 'picture', 'store', 'picture', 'camera', 'computer', 'nightmare', 'most', 'everything', 'prompt', 'purchase', 'space', 'item', 'additional', 'cord', 'need', 'connect', 'another', 'computer', 'software', 'totally', 'hard', 'understand', 'guru', 'want', 'take', 'time', 'little', 'tablet', 'handy', 'would', 'purchase', 'another']"
